date,title,price,weight,kind,site,location
2022-08-22 22:32:05, 명품 사과배 과일선물 명품 사과4배4황금향4과 총5kg ,64900,5,,Gmarket,
2022-08-22 22:32:06, 양배추사과즙 2박스 60포 양배추즙 쿠폰적용가 19120원 ,23900,None,,Gmarket,
2022-08-22 22:32:06, 서울 사과나무 150ml  X 48팩/주스/우유 ,15900,None,,Gmarket,서울특별시
2022-08-22 22:32:07, 썬키스트사과240ml 30캔 음료수 캔음료 썬키스트드링크 ,12900,None,,Gmarket,
2022-08-22 22:32:08, 설 추석 명절 혼합 1호 과일선물세트(사과6+배6) ,102500,None,,Gmarket,
2022-08-22 22:32:09, 은나노스텝 시즌3 주방세제1100ml+1100ml사과향레몬향 ,12900,None,,Gmarket,
2022-08-22 22:32:09, 서울우유 사과나무 150mlx48입 ,16900,None,,Gmarket,서울특별시
2022-08-22 22:32:11, 다용도 과일 깎기 멀티필러 감 사과 배 껍질깎는 기계 ,25000,None,,Gmarket,
2022-08-22 22:32:12, 유기농 발효 사과초모식초 애플사이다비니거 500ml ,9410,None,,Gmarket,
2022-08-22 22:32:12, 드니그리스 유기농 사과식초500ml 애플사이다 사과식초 ,7200,None,,Gmarket,
2022-08-22 22:32:14, 센스리빙 과일 깎는 기계 깎기 3초 필러 다용도 사과 ,8500,None,,Gmarket,
2022-08-22 22:32:15, 과수원길 사과 배 과일선물 선물용 사과4kg+배4kg 총8kg ,69900,8,,Gmarket,
2022-08-22 22:32:16, 사과 비트 당근 비타민D 블랜딩 과채 ABC주스 30포 ,44800,None,,Gmarket,
2022-08-22 22:32:18, 국내산 유기농 껍질째 갈아만든 ABC주스 100ml 100포 ,89800,None,,Gmarket,
2022-08-22 22:32:19, 유기농 키즈프리 사과주스 아연 드니 10입 ,18000,None,,Gmarket,
2022-08-22 22:32:19, 사과초모식초 국내산 프리미엄 12개월(총360정)180x2병 ,61900,None,,Gmarket,
2022-08-22 22:32:21, 사과 배 명품 혼합세트 6kg내외(배 6과+사과 6과) ,54900,6,,Gmarket,
2022-08-22 22:32:22, 한양 반딧불옥나래 프리미엄 콜라비 사과즙 100ml 30팩 ,24900,None,,Gmarket,
